电影名,评分,地区,地址,发布日期,评论人数
银翼杀手：2022黑暗浩劫,8.4,美国,https://movie.douban.com/subject/27141014/,2017-09-26,22875
阿凡提的故事之兔送信,8.7,中国大陆,https://movie.douban.com/subject/1498591/,1983,5940
入学考试,8.3,中国大陆,https://movie.douban.com/subject/24749076/,2013-06-10,19057
心跳无限次,8.5,美国,https://movie.douban.com/subject/27102542/,2017-06-01,15918
神奇飞书,8.4,美国,https://movie.douban.com/subject/6902929/,2011-01-30,21278
相思,8.2,中国大陆,https://movie.douban.com/subject/26946395/,2016-12-23,39270
BABY BLUE,8.6,日本,https://movie.douban.com/subject/3284257/,2007-07-07,12383
梅与小猫巴士,9.1,日本,https://movie.douban.com/subject/2129044/,2002,6101
蓝雨伞之恋,8.3,美国,https://movie.douban.com/subject/20505641/,2013-06-21,30792
南郭先生,8.2,中国大陆,https://movie.douban.com/subject/1431946/,1981,34877
火车大劫案,8.5,美国,https://movie.douban.com/subject/1299875/,1903,15147
坏未来,8.2,中国大陆,https://movie.douban.com/subject/20473389/,2013-01-11,34484
香蕉,8.3,美国,https://movie.douban.com/subject/5681006/,2010-12-14,29886
宇宙尽头,9.3,美国,https://movie.douban.com/subject/34603753/,2019-03-20,4980
雪宝的鼻子,8.6,美国,https://movie.douban.com/subject/25829829/,2013-06-18,11735
黑衣人：异形入侵,8.4,美国,https://movie.douban.com/subject/5144480/,2000-04-08,19268
阿凡提的故事之狩猎记,8.7,中国大陆,https://movie.douban.com/subject/1498602/,1986,5387
阿凡提的故事之奇婚记,8.7,中国大陆,https://movie.douban.com/subject/1498606/,1988,5372
魔发奇缘番外篇：麻烦不断,8.5,美国,https://movie.douban.com/subject/6799159/,2012-01-13,14293
死侍：危险行为,8.3,美国,https://movie.douban.com/subject/27025177/,2017-03-03,27200
一条安达鲁狗,8.2,法国,https://movie.douban.com/subject/1298962/,1929-06-06,49735
骄傲的将军,8.3,中国大陆,https://movie.douban.com/subject/1883634/,1956,14953
男孩、鼹鼠、狐狸和马,8.3,英国,https://movie.douban.com/subject/36171814/,2022-12-24,20558
下一层,8.2,加拿大,https://movie.douban.com/subject/3236458/,2008-05-15,30703
恋慕,8.4,中国香港,https://movie.douban.com/subject/25795966/,2014-03-27,8326
黑暗 光明 黑暗,8.9,捷克斯洛伐克,https://movie.douban.com/subject/1422233/,1990,6534
车四十四,8.1,中国香港,https://movie.douban.com/subject/1308627/,2001-09-06,33597
烟飞烟灭,8.3,中国香港,https://movie.douban.com/subject/2139764/,2000-09-26,10895
红领巾,8.1,中国大陆,https://movie.douban.com/subject/6759556/,2011-08-01,32913
穿靴子的猫：萌猫三剑客,8.1,美国,https://movie.douban.com/subject/10521648/,2012-02-24,53425
失物招领,8.2,澳大利亚,https://movie.douban.com/subject/4892642/,2010-06-03,27562
勺子杀人狂,8.1,美国,https://movie.douban.com/subject/3872249/,2008-09-18,52075
美味盛宴,8.2,美国,https://movie.douban.com/subject/25955872/,2014-06-10,27231
数字复兴·下,9.1,美国,https://movie.douban.com/subject/2049556/,2003-06-01,5233
头朝下的生活,8.3,英国,https://movie.douban.com/subject/10747804/,2012-05-24,18424
记忆月台,8.5,中国台湾,https://movie.douban.com/subject/25778413/,2013-11-06,6256
少年故事,8.9,美国,https://movie.douban.com/subject/1900321/,2003-06-02,6349
迷雾中的小刺猬,8.7,苏联,https://movie.douban.com/subject/1408101/,1975,8051
星之声,8.1,日本,https://movie.douban.com/subject/1463872/,2002-02-02,46190
零点零一公分的距离,8.4,中国香港,https://movie.douban.com/subject/35717096/,2021-12-30,7569
她和她的猫,8.1,日本,https://movie.douban.com/subject/1483507/,1999,45540
超级无敌掌门狗：面包与死亡事件,8.3,英国,https://movie.douban.com/subject/3312633/,2008-12-25,17414
