电影名,评分,地区,地址,发布日期,评论人数
七武士,9.3,日本,https://movie.douban.com/subject/1295399/,1954-04-26,206717
何以为家,9.1,黎巴嫩,https://movie.douban.com/subject/30170448/,2019-04-29,1081148
猫鼠游戏,9.1,美国,https://movie.douban.com/subject/1305487/,2003-04-11,1077990
罗马假日,9.1,美国,https://movie.douban.com/subject/1293839/,1953-08-20,978396
闻香识女人,9.1,美国,https://movie.douban.com/subject/1298624/,1992-12-23,925386
指环王1：护戒使者,9.1,新西兰,https://movie.douban.com/subject/1291571/,2002-04-04,879505
美丽心灵,9.1,美国,https://movie.douban.com/subject/1306029/,2001-12-13,794855
一一,9.1,中国台湾,https://movie.douban.com/subject/1292434/,2000-05-14,419701
拯救大兵瑞恩,9.1,美国,https://movie.douban.com/subject/1292849/,1998-11-13,669762
绿皮书,8.9,美国,https://movie.douban.com/subject/27060077/,2019-03-01,1717585
小森林 冬春篇,9.0,日本,https://movie.douban.com/subject/25814707/,2015-02-14,391344
教父3,9.0,美国,https://movie.douban.com/subject/1294240/,1990-12-25,390674
我是山姆,9.0,美国,https://movie.douban.com/subject/1306861/,2001-12-03,349634
情书,8.9,日本,https://movie.douban.com/subject/1292220/,1995-03-25,1164507
甜蜜蜜,8.9,中国香港,https://movie.douban.com/subject/1305164/,2015-02-13,589459
无间道(正序版),9.2,中国香港,https://movie.douban.com/subject/4860078/,2006,76222
禁闭岛,8.9,美国,https://movie.douban.com/subject/2334904/,2010-02-13,1017347
西西里的美丽传说,8.9,意大利,https://movie.douban.com/subject/1292402/,2000-10-27,1010181
布达佩斯大饭店,8.9,美国,https://movie.douban.com/subject/11525673/,2014-02-06,982984
蝴蝶效应,8.9,美国,https://movie.douban.com/subject/1292343/,2004-01-23,973749
沉默的羔羊,8.9,美国,https://movie.douban.com/subject/1293544/,1991-02-14,926219
上帝之城,9.0,巴西,https://movie.douban.com/subject/1292208/,2002-05-18,309619
致命魔术,8.9,英国,https://movie.douban.com/subject/1780330/,2006-10-17,891605
低俗小说,8.9,美国,https://movie.douban.com/subject/1291832/,1994-05-12,867268
致命ID,8.9,美国,https://movie.douban.com/subject/1297192/,2003-04-25,860320
生活多美好,9.3,美国,https://movie.douban.com/subject/1293749/,1946-12-20,103735
蝙蝠侠：黑暗骑士崛起,8.9,美国,https://movie.douban.com/subject/3395373/,2012-08-27,750138
杀人回忆,8.9,韩国,https://movie.douban.com/subject/1300299/,2003-05-02,750005
心灵捕手,8.9,美国,https://movie.douban.com/subject/1292656/,1997-12-05,744880
我爱你,9.0,韩国,https://movie.douban.com/subject/5908478/,2011-02-17,169315
被解救的姜戈,8.8,美国,https://movie.douban.com/subject/6307447/,2013-05-12,632157
阳光姐妹淘,8.8,韩国,https://movie.douban.com/subject/4917726/,2011-05-04,603648
盲井,8.9,中国大陆,https://movie.douban.com/subject/1307528/,2003-02-12,144276
幸福终点站,8.8,美国,https://movie.douban.com/subject/1292274/,2005-01-14,592910
大鱼,8.8,美国,https://movie.douban.com/subject/1291545/,2003-12-04,586041
大红灯笼高高挂,8.8,中国大陆,https://movie.douban.com/subject/1293323/,1991-09-10,299363
达拉斯买家俱乐部,8.8,美国,https://movie.douban.com/subject/1793929/,2013-09-07,468233
海街日记,8.8,日本,https://movie.douban.com/subject/25895901/,2015-05-14,468102
荒蛮故事,8.8,阿根廷,https://movie.douban.com/subject/24750126/,2014-05-17,458510
隐藏人物,8.9,美国,https://movie.douban.com/subject/26615208/,2016-12-25,228459
枪火,8.8,中国香港,https://movie.douban.com/subject/1300741/,1999-11-19,230412
偷自行车的人,9.1,意大利,https://movie.douban.com/subject/1295873/,1948-11-24,109558
地球上的星星,8.9,印度,https://movie.douban.com/subject/2363506/,2007-12-21,207201
房间,8.8,爱尔兰,https://movie.douban.com/subject/25724855/,2015-09-04,377490
东邪西毒：终极版,8.8,中国香港,https://movie.douban.com/subject/3726072/,2009-03-26,206683
色，戒,8.7,中国台湾,https://movie.douban.com/subject/1828115/,2007-11-01,855214
遥望南方的童年,9.3,中国大陆,https://movie.douban.com/subject/3037329/,2007,40270
九品芝麻官,8.7,中国香港,https://movie.douban.com/subject/1297518/,1994-03-31,713859
赛德克·巴莱,8.8,中国台湾,https://movie.douban.com/subject/3993559/,2012-05-10,186531
