time,uname,comment,star,title,support,sentiment_score
"
                    2011-05-03 23:05:23
                ",要啥自行车,我想打篮球,4,推荐,0,0.5180297910986704
"
                    2011-05-15 12:01:16
                ",Anday,改變一個人並不難，難的是改變很多的人的一生,4,推荐,0,0.006384133264587977
"
                    2014-04-14 23:19:27
                ",王神爱,灌篮高手既视感,4,推荐,0,0.5608118069563228
"
                    2017-03-29 11:45:50
                ",炫3D,一个篮球教练，率领一群看不到出路的孩子们，为梦想而战！！看了会有很多感动瞬间，重要的是对人生的感触。,4,推荐,7,0.9999969472211905
"
                    2017-07-24 23:46:40
                ",桦23,运动热血,3,还行,44,0.818231342695301
"
                    2010-09-08 16:53:24
                ",celestebook,哥的篮球水平 估计也能打米国校队了- - 说实话 那几个龙套常年在板凳上 一点多的镜头都没有 很同情！！！,4,推荐,0,0.4202367877772586
"
                    2009-03-23 15:00:02
                ",静下来,"球赛很漂亮.教练....你怎么可以穿皮鞋进球场.并用脚踩着球呢???给我""自杀""1000次加俯卧撑25000个!!我失忆了这片我居然看过。。。。2022二周目片尾六个孩子考上大学让我更感动",3,还行,0,0.9915644015596338
"
                    2011-10-03 17:06:17
                ",MissXtotheO,典型的运动励志片 标准化的处理也得到了大多数观众的认同,4,推荐,0,0.7493747947026507
"
                    2010-01-13 10:22:22
                ",找自己,在给学员培训的时候，和学员一起看的，中间有些桥段有学员的鼓掌和叹息，学员都很受触动，我也被感染了。。。,5,力荐,0,0.9975646125472513
"
                    2013-03-09 16:22:42
                ",阿达,3.5,3,还行,0,0.4166666666666664
"
                    2014-05-25 22:11:48
                ",celalian,不知道还能说点什么了，人都是需要互相尊重的,4,推荐,0,0.2987429224935675
"
                    2011-12-17 02:16:13
                ",肚腩小胖,卡特？不是很能飞吗……,5,力荐,0,0.6889610802944262
"
                    2012-09-18 22:18:44
                ",杨淇羽,要育人，先改变他的生活。真的上了年纪才会明白这种，当你认为人生最闪亮的时刻已经停留在过去而且再也不会有高光的时候，才能明白卡特教练这种年轻时牺牲享乐也要学会自律，成年之后生活才能有可能继续高光是多么重要。,5,力荐,3,0.9999448744535492
"
                    2013-01-31 23:53:22
                ",大灰狼的兔,真人真事改编。配乐和篮球一样令人血脉喷张。Rich what? Richmond.“我们最怕的不是别人瞧不起我们，我们最怕的是我们前途无量。我们真正怕的是我们光明的一面，而非黑暗的一面。”Champions hold their heads high. 输掉一场比赛，却赢得一生。,4,推荐,1,0.9929795892525415
"
                    2010-02-16 11:55:51
                ",麦。麦。,很喜欢很喜欢,5,力荐,0,0.9437669354913141
"
                    2010-06-25 00:14:25
                ",东学西读,感染每一个人，把自己热爱的视为生命一样宝贵,4,推荐,0,0.987300204814409
"
                    2011-08-09 15:48:04
                ",豆友1119573,好久没看过励志片了……,3,还行,1,0.5199233170995625
"
                    2011-03-03 13:10:32
                ",容貌见附件,拍篮球比赛很好，看了国内的那种拍法，再看看这，什么叫差距,4,推荐,0,0.954583484817859
"
                    2009-11-10 16:13:56
                ",Shaofa,很感人的片子，很少见体育片不是以赛场的胜利结束，而且能做的这么有深度！,5,力荐,1,0.9898393504886401
"
                    2011-04-08 18:21:30
                ",妈渴-瞪啃,奇怪的是 萨缪尔-杰克逊 在里面 好像连球都没摸过几次,3,还行,1,0.55495592533734
"
                    2011-06-07 17:07:34
                ",ab,拉拉队丑到爆,3,还行,0,0.16849244223531923
"
                    2013-01-12 21:32:52
                ",ZLY,①廉价但实际上可以更平淡，又切切实实的发生了②真实的生活里，只要你相信并努力，还真都能做到③塞缪尔把这个电影的气质完全提上去了，黑色的迈克尔凯恩④我似乎从来没有体力那么好的岁月，这人生⑤很灌篮高手,4,推荐,1,0.9917589208312354
"
                    2009-06-11 21:01:00
                ","404,Not Found",其实这些讲老师的都差不多，都像死亡诗社,3,还行,0,0.9966699810169738
"
                    2012-04-10 19:19:46
                ",HsvEvnX,为了口语结课作业的speech而看的。励志套路就那样啦。没什么新意。不过最后总决赛我还有点儿激动。。（我的集体荣誉感啊！ 另外卡特教练的教育思路还是挺值得天朝体育所呈现弥漫出的一种“一味追求金牌、国家荣誉至上而忽略个人生存生活”的体制深思反省的。,3,还行,0,0.9999999998505422
"
                    2007-05-21 13:30:22
                ",不如的我的,以前看的,5,力荐,0,0.5875212430201505
"
                    2009-04-02 20:32:30
                ",帕夫卢沙,让我想起了体院，想起了老肖，想起了哥们，想起了一起打球一起拼搏，汗流浃背的围在一起大喊：加油！,3,还行,0,0.9988001064496278
"
                    2011-11-19 15:01:02
                ",Daniel,有了samuel jackson，就是这么一般的电影也变得不一般了。,3,还行,0,0.7027168588028457
"
                    2012-08-05 22:22:39
                ",坏爸爸s,ball 4 life~但人生不仅仅是篮球~,5,力荐,0,0.9244890895887838
"
                    2012-05-23 19:51:06
                ",泽浩蜀黍,就喜欢看励志的,5,力荐,0,0.7112339616952841
"
                    2013-01-01 18:18:04
                ",小树一棵,想看钱宁塔图姆，结果出了浴室就没什么戏份,3,还行,0,0.6581625923236233
"
                    2011-05-14 20:40:25
                ",轩煜,体育励志的故事太多了，本片依然突破根据真实故事改编的条条框框，过程一如既往的激动、澎湃、感人，闪光点在于拔高了主题深度，唯有读书考上大学才能拯救黑人，让他们远离毒品、暴力、枪支、犯罪，光有篮球是不够的,4,推荐,2,0.9999999998942499
"
                    2011-12-30 19:18:31
                ",Cappuccino,很激动人心，可是总觉得缺了点啥⋯⋯,3,还行,0,0.4008045261083737
"
                    2014-06-04 13:39:31
                ",韧勉,屌丝逆袭的励志故事有一篇，不过那么早就靠拼大数据教育孩子们好好学习，卡特教练真具有前瞻性啊！,5,力荐,0,0.9969384194505758
"
                    2012-03-24 11:21:38
                ",葱葱,有这样的教练真好,3,还行,0,0.8396544178216625
"
                    2008-08-24 02:24:03
                ",Mor,"他是在做一个父亲   Our deepest fear is not that we are inadequate. 
　　Our deepest fear is that we are powerful beyond measure. 
　　It is our light, not our darkness that most frightens us. 
　　Your playing small does not serve the world. There is nothing enlight",5,力荐,0,0.5180817189167788
"
                    2012-08-12 14:41:48
                ",Nate,思路正确 行为极端 学生也是脑残没出路 要是换在中国光搞体育不学习还是有出路的,3,还行,0,0.9467375317463503
"
                    2009-01-28 12:24:40
                ",lmp,呵呵，也许应该给体育特长生以及职业运动员们看一看。,4,推荐,0,0.7874600763579649
"
                    2012-10-20 20:18:54
                ",cesiiia,震撼 激励 温暖 尊重 成长 ,4,推荐,0,0.9996656136589402
"
                    2020-04-21 15:17:19
                ",安蓝·怪伯爵𓆝𓆟𓆜,热血励志啊啊啊！搞清楚心里最怕什么，然后勇敢直面它，哪怕失败也要拥有拼尽全力的尊严。算是看过的体育题材里最另（操）类（心）的教练了！其实卡特强调的并不是学习和爱好哪个更重要的问题，而是无论身在何处都要明确自己的本职工作是啥，以爱的名义随意打破本该遵守的规矩，很大程度上只能接受失败的锤击。这条人生观我太赞同了！以及中午刚跟同事发表了一出金句：“成年人就让他自己做决定哪怕失败了也是自己的选择，这是成长的一部分。”没过一会儿就被卡特说出来了呢！,4,推荐,1,0.9999999994663447
"
                    2013-01-09 08:12:53
                ",润昕,这才是真的篮球电影，激情四射啊！,5,力荐,0,0.9587333107982108
"
                    2011-05-26 20:37:08
                ",紙舞,社会心理学课上看的，团队凝聚力！,3,还行,0,0.6329232962398517
"
                    2012-08-03 21:48:02
                ",Fo0o0o0o0o0oxz,这类运动励志题材的片子推荐~冰上奇迹,3,还行,0,0.9968170519656085
"
                    2009-02-04 17:40:08
                ",到底凡人,...,4,推荐,0,0.4235033259423502
"
                    2011-07-25 21:18:05
                ",人皮動物,看过。BD-Rip 重温 11/09/29,4,推荐,0,0.9310925484896175
"
                    2007-10-17 20:12:56
                ",抖啊抖,J8之家爱情结晶,4,推荐,0,0.9908929157328871
"
                    2010-03-26 09:53:17
                ",Jessie,我爱黑哥们儿和拉丁哥们儿,4,推荐,0,0.9936049244150376
"
                    2009-02-04 17:40:08
                ",到底凡人,...,3,还行,0,0.4235033259423502
"
                    2011-05-01 15:06:31
                ",炜丶,体育类的激励电影总是让人热血沸腾，不仅是那种体育的精神努力让人去奋斗。而且可以让你从中学到的很多东西，我想，一部电影做到这些就很伟大了。,5,力荐,1,0.9999981963383413
"
                    2011-06-04 15:39:03
                ",莫云轩,在NBA打得如火如荼的时候看这个挺合适。,4,推荐,1,0.9897297444267764
"
                    2009-01-02 12:51:43
                ",MR.Pain,废话很少！,5,力荐,0,0.13589003816683953
"
                    2013-01-24 15:16:10
                ",邹逊,篮球是那些孩子生活的全部，电影里经常提到的这句话，适用于我们，几年前的我们,4,推荐,0,0.9933593890860396
"
                    2022-07-23 17:25:34
                ",小药水,题材的关系，还是太工整了，篮球打着打着，打成了《龙樱》……我最喜欢的还是泳池派对那部分，“我们也没有泳衣”太棒了（（（,4,推荐,1,0.9993442482008285
"
                    2011-05-22 15:50:41
                ",诸葛若见,一部很好的篮球电影，但又不仅仅是一部青春电影。一个好教练，不仅仅是教球员打球，更是教他们做人。塞缪尔·杰克逊把卡特教练诠释的很到位，什么时候中国高中校队能有这样的氛围及教练，也许那才是中国篮球真正崛起之日。,5,力荐,1,0.9999999998651992
"
                    2011-03-31 00:26:07
                ",豆酱灵药,看过类似的,4,推荐,0,0.6309704256553407
"
                    2012-01-07 18:51:10
                ",宣武机器,补标~,4,推荐,0,0.5
"
                    2010-04-22 17:29:06
                ",ah1,个人认为2000年之后最好的篮球电影,5,力荐,0,0.9233180024301104
"
                    2010-01-20 00:11:53
                ",Italy℃希希,beautiful~charming~,4,推荐,0,0.5
"
                    2007-02-15 17:07:33
                ",Conan,年青热血励志片！,4,推荐,0,0.9292468121563712
"
                    2012-10-03 01:58:48
                ",將軍雪夜入蔡州,萨缪杰克逊！,4,推荐,0,0.8020859269935734
"
                    2011-06-16 15:53:18
                ",我TM是党员,比赛的戏拍的都很到位 真实自然 人物刻画也不错 没有像很多群像的戏那样让人分不清谁是谁 除了那个拉美人那段一看就不是一个高中生能说出来的五道杠式演讲 其他都不错,4,推荐,0,0.999999748058443
"
                    2011-03-01 16:30:51
                ",水生木,没有想象中感动,3,还行,0,0.9532755667626183
"
                    2011-10-24 13:23:12
                ",宫也,打动我的始终都是热血~,4,推荐,0,0.9724445639645155
"
                    2010-08-29 22:59:16
                ",Ken,经典,5,力荐,0,0.7606837606837609
"
                    2013-10-24 10:04:48
                ",多情总被无情恼,开始以为每一场比赛都算作一个激励事件，所以我疑惑为什么中间部分没有大败一场？直到结尾我恍然大悟，原来正像卡特教练所说的，输赢根本就不重要。。。其实是我搞错了剧本框架你信么。,3,还行,0,0.9972353611399705
"
                    2012-10-23 07:15:57
                ",TOWNE,“Our deepest fear is not that we are inadequate， is that we are powerful beyond measure。It is our light，not our darkness that most frightens us。”,4,推荐,0,0.27984147275311977
"
                    2013-06-01 00:49:00
                ",听风,伟大来自于对细节的坚持，战胜自我就是伟大。,5,力荐,0,0.9928885635712279
"
                    2013-03-14 10:19:53
                ",Hux,当年打篮球时候看的燃烧的励志片,4,推荐,0,0.7229582875471922
"
                    2012-10-05 02:00:57
                ",壮壮,“革命”总免不了“流血牺牲”。,5,力荐,1,0.9911675717736544
"
                    2010-01-10 22:29:49
                ",范比尼希,真实事迹改编，还不够牛叉？,5,力荐,0,0.9357882355596034
"
                    2011-07-22 16:14:30
                ",Rhine,when Czur said anyway thank you coach you save my life，i really be moved and hited thoroughly~,5,力荐,0,0.3474730362549653
"
                    2011-12-02 05:03:19
                ",踢踏人字拖,篮球励志片大爱,4,推荐,0,0.7132365685132933
"
                    2014-05-25 04:41:40
                ",lemniscate,剧情虽然老套，但确实挺励志，为这几个小伙最后上了大学加一星,4,推荐,0,0.9912848103966795
"
                    2006-04-10 15:34:28
                ",传说,"又名: 卡特教练 / 放牛班的严冬 / 铁血教练

导演: 托马斯 卡特 (Thomas Carter)

上映年度: 2005
官方网站: http://www.coachcartermovie.com/index2.html
imdb链接: tt0393162
制片国家/地区: 美国

",3,还行,0,0.9910690179896384
"
                    2012-06-12 01:28:07
                ",饱,这不仅仅关于篮球、种族和信仰，更是突破社会伦理的人生选择,5,力荐,0,0.9999959749240839
"
                    2012-05-22 21:25:57
                ",Syane,大学里，看着别人打篮球就觉得酷酷的，自己也拿着玩篮球来减肥。然后追着看NBA，又是那些时候。给我们放电影的，还是大学里唯一酷酷的黑人外交，Joe，how are you?,5,力荐,0,0.9687175369402639
"
                    2010-11-08 17:09:21
                ",、Cory,"Our deepest fear is not that we are inadequate. 
　　Our deepest fear is that we are powerful beyond measure. 
　　It is our light, not our dark",4,推荐,0,0.2395217615025801
"
                    2011-01-06 20:05:02
                ",艾达与英曼,三星半,3,还行,0,0.15636028589909412
"
                    2011-09-05 23:13:01
                ",方枪枪,篮球吗，也就是这回事，励志吗，走的同样的老路子，说旧不旧，却也没有什么新意，这类电影最大的成功就在于可以给你平淡的生活打上鸡血，让你发现，原来生活是如此充满希望，电影里最钟情的一句话是“作出决定并承担责任，也是一种成长。”PS：豆友的译名太油菜花了，放牛班的冬天，有木有！,4,推荐,0,0.9999643871330759
"
                    2012-08-16 20:48:00
                ",Light,我还是更喜欢光荣之路更多一些。,4,推荐,0,0.9432602674567101
"
                    2011-10-19 14:58:14
                ",Ginna ♥,老师说用管理学角度去看。。。,4,推荐,2,0.9611814145721844
"
                    2012-12-28 01:26:22
                ",操蛋的教父,篮球电影加一星。,4,推荐,0,0.6055865058032698
"
                    2017-06-18 17:41:04
                ",火龙果不耐受者,这类题材有点烂了，故事框架也都差不多，但就观感来说一年来一部还是很振奋人心的。,3,还行,0,0.9442453360213625
"
                    2010-01-25 22:41:26
                ",Spring,真是很不错的励志电影~篮球~大学~梦~很棒~~,5,力荐,0,0.9994858175879425
"
                    2012-06-19 10:28:41
                ",chichi,同样是对立面的黑人音乐比较印象深刻,3,还行,0,0.8176352833947346
"
                    2013-11-25 20:40:04
                ",清久,那时太年轻，不懂你的良苦用心。,4,推荐,0,0.5633530647270916
"
                    2009-12-10 00:08:50
                ",Claudia,用心良苦。,5,力荐,0,0.7502965394174497
"
                    2012-04-12 01:27:13
                ",wushu,放牛班的冬天～～～,4,推荐,0,0.2780962520999891
"
                    2011-05-09 14:52:39
                ",泰式電影請上菜,籃球鐵血教頭!,4,推荐,0,0.6329679543281317
"
                    2011-11-08 21:14:31
                ",暗夕,我有一个没有实现的篮球梦，就在这部电影里。,5,力荐,1,0.9171066180470402
"
                    2011-11-20 15:11:17
                ",xiyvanxuan,在球馆里上课那段真给力啊！,4,推荐,0,0.9763702189392798
"
                    2008-08-19 17:05:54
                ",Jin,典型的励志电影，波澜不惊。本以为Channing Tatum会有出色表现，没想到角色太小被限制。不过无论如何，这是一部中规中矩的作品。演员很到位，剧情很真实，但人情味儿少有欠缺。,4,推荐,1,0.9999999961754173
"
                    2009-04-05 16:58:32
                ",Cappuccino,culture confliction,5,力荐,0,0.4737672181921908
"
                    2020-01-28 22:37:21
                ",安东,提莫·科鲁兹到了大学之后打中锋？！这个学校的篮球队平均身高得有多矮……,4,推荐,1,0.8390905001968875
"
                    2012-12-01 10:49:58
                ",浮生一日,好老师有时真的很重要。,4,推荐,0,0.9703070823095609
"
                    2010-06-29 16:51:54
                ",Curious George,黑人英语真带劲儿,4,推荐,0,0.2747434020154722
"
                    2012-02-08 19:35:02
                ",洁白,先看山寨再看原版 中国山寨版《青出于篮》,4,推荐,0,0.7057324957808089
"
                    2009-01-17 22:21:19
                ",newman,2009 1 17 15 ,5,力荐,0,0.3634000190700142
"
                    2011-01-14 14:15:24
                ",二月雪,有某种东西感动了我,5,力荐,0,0.9875740769344035
"
                    2023-04-10 21:46:39
                ",arlmy,4.10 力所能及地拯救。授人以渔。做老师似乎可以反复重启和轮回啊，定义重要组件，还要知道重组和即兴。原来可以这么尽兴！,4,推荐,0,0.9166048306930717
"
                    2010-10-13 15:16:03
                ",暖暖内含光,我看过最好的传记片，爱篮球的千万不要错过了,5,力荐,0,0.9568015468703667
"
                    2010-09-07 09:19:20
                ",吉儿,这是最好的励志电影,5,力荐,0,0.8722720700154662
"
                    2011-11-01 22:56:09
                ",包人三,玩的越小，越会被人鄙视。当玩的是自己的人生和未来时，才会真正感受到自己存在的意义。,4,推荐,0,0.9881147295477825
"
                    2010-09-23 11:15:06
                ",ZhangX,谁给起的放牛班的严冬啊？这么搞？,3,还行,0,0.16186306396204864
"
                    2008-08-24 13:36:59
                ",minami*,我喜欢简单体育片,4,推荐,0,0.7233455644777629
"
                    2013-12-18 12:22:53
                ",我的化学罗曼史,非常的励志，而且没有失败的青春是不完整的~塞缪尔杰克逊演的真好，卡特教练不仅是一个篮球教练还是一个人生导师！,3,还行,0,0.9999120428286141
"
                    2020-09-30 12:39:49
                ",好大一张饼,挺鸡血的，中间那段讲numbers真·说出了残酷人生真相,4,推荐,1,0.9994436855268825
"
                    2013-01-27 02:10:03
                ",李拾欢,没什么特点，球员们好像科比和韦德。,4,推荐,0,0.23581479617271306
"
                    2015-05-01 22:10:13
                ",欢乐分裂,三星半入；典型主旋律励志片，但塞缪尔·杰克逊富有感染力的演技让此片上了一个台阶；真该让更多老师来看看，什么才是真正的教育，是为了装点门面，还是真正以学生为本、以学生自身发展为立足点？钱老板镜头不多，但真美颜美型啊，那时他也25岁了，但出演高中生毫无压力，条顺貌美肤白身材爆好。,4,推荐,0,0.9992839106820937
"
                    2013-01-12 01:58:49
                ",格兰芬多,在同类型的体育励志片中并非出色。,3,还行,0,0.8671809745708078
"
                    2010-01-18 14:05:42
                ",Lan~die,不错的篮球励志片。,4,推荐,2,0.8353432985397429
"
                    2012-07-14 13:33:30
                ",惊悚魔王,青年体育励志片，中规中矩。,4,推荐,0,0.9972413401251661
"
                    2012-02-19 20:47:03
                ",辰时二月,情节和节奏都不错。,4,推荐,0,0.9647751726357063
"
                    2012-09-10 10:31:03
                ",鸳鸯,"“The fact that you deserve it, doesn't mean they have to give it to you.”能高贵地失败，必将迎来高贵的成功。",3,还行,0,0.630350663012141
"
                    2013-09-01 03:00:16
                ",上好佳,纯白的AJ14,3,还行,0,0.7297953905324696
"
                    2011-08-09 22:05:17
                ",楚门,你最害怕的是什么？这让我想起了我高中的体优生同学，和影片中的角色比较，他们是不幸的，没有遇到改变他们人生的人，同学的教练让他们放弃文化课而更好的打球，教他们什么是霸气，这与卡特的教育方式截然相反。说卡特是一位篮球教练，教他们打球，不如说卡特是在教他们如何做人！,5,力荐,0,0.9999999491221953
"
                    2011-10-13 00:01:53
                ",✟✰ナギサ✰✟,"故事有些老套,但能引起感动 口译课老师放的",4,推荐,0,0.997030456705333
"
                    2018-02-13 22:45:38
                ",三月对我笑,"并不算一部运动片，只是借篮球之名探讨教育理念以及种族问题吧。让球员好好学习，只是为了不让他们重复前辈的悲剧，让他们打领带不说‘‘黑鬼’’只是为了让他们尊重自己。
（就是在中国待久了，就很想不通剧中家长的脑回路，比赛的输赢居然比孩子的前途重要？这剧放中国得反过来拍...）",5,力荐,1,0.9999953996035249
"
                    2011-02-01 21:48:22
                ",Villalon,love channing,4,推荐,0,0.4737672181921908
"
                    2008-03-03 21:31:39
                ",RITA,把黑人的前途说得也太堪忧了 教练你该去抓计划生育,3,还行,0,0.12156667575126334
"
                    2013-02-16 23:17:17
                ",是Queen妮呀,知识改变命运,4,推荐,1,0.9986216024617875
"
                    2011-06-29 21:44:03
                ",望仔放弃减肥了,我的第1500个电影条目。这不仅仅是一部励志电影，一群难以制服的学生，技巧与热情并重的篮球赛，坚持自己理念的教练。篮球场自习那段台词没有打动我，打动我的是教练最后说的那句“你们变成了男人”。不完美的结局反而更真实，不是所有的努力都会赢得期望中的目标，但为此付出的过程却更弥足珍贵。,5,力荐,5,0.9999999999982518
"
                    2011-12-26 21:41:59
                ",YING,得遇良师 终生之幸 不仅教打球 更育如何规划人生,5,力荐,0,0.9900688630781515
"
                    2011-08-19 14:05:23
                ",小姓何送货的,从篮球的角度来看光荣之路更好一点，但是从剧本和立意来看，此片更好一点。,4,推荐,0,0.993314713930397
"
                    2012-10-09 21:45:47
                ",小呀嘛小悟空,米卢推荐的片子。天哪，米卢，这名字。十多年了。,5,力荐,0,0.66684784419592
"
                    2010-12-11 00:05:43
                ",joxxc,就算是不完美的结局一样很励志。嗯。,4,推荐,0,0.9963897298553409
"
                    2010-12-01 09:42:19
                ",『Steven Lee』,青春，篮球，梦想！！！,3,还行,0,0.9912400747312642
"
                    2018-07-19 20:26:09
                ",冷兵器的残泽,儿子喜欢篮球，便和他一起在暑期看了这部电影。看完他还写了一篇观后感，写得很烂。,4,推荐,1,0.9918248742782549
